district_school,GRADE_LEVEL,SCHOOL_NAME,DISTRICT_NAME,Disability__Autism,Disability__Blind_and_Visually_Impaired,Disability__Deaf_or_Hard_of_Hearing,Disability__Deafblind,Disability__Emotional_Behavioral_Disability,Disability__Intellectual_Disability,Disability__Not_IDEA_Eligible_or_No_Disability,Disability__Orthopedic_Impairment,Disability__Other_Health_Impairment,Disability__Significant_Developmental_Delay,Disability__Specific_Learning_Disability,Disability__Speech_or_Language_Impairment,Disability__Traumatic_Brain_Injury,Disability_Status__SwD,Disability_Status__SwoD,Economic_Status__Econ_Disadv,Economic_Status__Not_Econ_Disadv,EL_Status__EL,EL_Status__Eng_Prof,EL_Status__Unknown,Gender__Female,Gender__Male,Gender__Non-binary,Migrant_Status__Migrant,Migrant_Status__Not_Migrant,Race/Ethnicity__Amer_Indian,Race/Ethnicity__Asian,Race/Ethnicity__Black,Race/Ethnicity__Hispanic,Race/Ethnicity__Pacific_Isle,Race/Ethnicity__Two_or_More,Race/Ethnicity__White,Economic_Status__Unknown,Disability__Unknown,Disability_Status__Unknown,Race/Ethnicity__Unknown,Economic_Status__[Data_Suppressed],Disability__[Data_Suppressed],Disability_Status__[Data_Suppressed],Gender__[Data_Suppressed],Migrant_Status__[Data_Suppressed]
03500100,KG,Belleville Elementary,Belleville,NA,NA,NA,NA,NA,NA,89.47,NA,*,*,NA,*,NA,10.53,89.47,13.16,86.84,6.58,93.42,NA,50.00,50.00,NA,NA,100.00,NA,NA,NA,13.16,NA,6.58,80.26,NA,NA,NA,NA,NA,NA,NA,NA,NA
03500100,PK,Belleville Elementary,Belleville,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.00,NA,NA,80.00,NA,NA,NA,NA,*,*,*,*,*
03500040,10,Belleville High,Belleville,NA,NA,NA,NA,*,NA,87.88,NA,*,NA,*,NA,NA,12.12,87.88,19.70,80.30,3.03,96.97,NA,36.36,63.64,NA,NA,100.00,NA,NA,1.52,6.06,NA,4.55,87.88,NA,NA,NA,NA,NA,NA,NA,NA,NA
03500040,11,Belleville High,Belleville,*,NA,NA,NA,NA,NA,*,NA,*,NA,*,NA,NA,*,*,21.79,78.21,1.28,98.72,NA,43.59,56.41,NA,NA,100.00,NA,NA,1.28,5.13,NA,3.85,89.74,NA,NA,NA,NA,NA,NA,NA,NA,NA
03500040,12,Belleville High,Belleville,NA,*,NA,NA,*,NA,82.61,NA,*,NA,*,NA,NA,17.39,82.61,20.29,79.71,1.45,98.55,NA,46.38,53.62,NA,NA,100.00,NA,1.45,1.45,13.04,NA,7.25,76.81,NA,NA,NA,NA,NA,NA,NA,NA,NA
03500040,9,Belleville High,Belleville,*,NA,NA,NA,*,NA,81.16,NA,*,NA,*,*,NA,18.84,81.16,28.99,71.01,2.90,97.10,NA,40.58,59.42,NA,NA,100.00,NA,1.45,1.45,7.25,NA,7.25,82.61,NA,NA,NA,NA,NA,NA,NA,NA,NA
03500060,7,Belleville Middle,Belleville,*,NA,NA,NA,*,NA,89.06,NA,NA,NA,*,NA,NA,10.94,89.06,23.44,76.56,1.56,98.44,NA,37.50,62.50,NA,NA,100.00,NA,NA,3.13,6.25,NA,6.25,84.38,NA,NA,NA,NA,NA,NA,NA,NA,NA
03500060,8,Belleville Middle,Belleville,*,NA,NA,NA,*,NA,90.00,NA,*,NA,*,NA,NA,10.00,90.00,14.29,85.71,1.43,98.57,NA,44.29,55.71,NA,NA,100.00,NA,2.86,1.43,4.29,NA,4.29,87.14,NA,NA,NA,NA,NA,NA,NA,NA,NA
0364NA,1,[Districtwide],Belmont Community,NA,NA,NA,NA,NA,NA,*,NA,NA,NA,NA,*,NA,*,*,*,*,8.70,91.30,NA,47.83,52.17,NA,NA,100.00,NA,NA,NA,26.09,NA,NA,73.91,NA,NA,NA,NA,NA,NA,NA,NA,NA
0364NA,10,[Districtwide],Belmont Community,NA,NA,NA,NA,*,NA,80.56,NA,NA,NA,*,NA,NA,19.44,80.56,33.33,66.67,2.78,97.22,NA,52.78,47.22,NA,NA,100.00,NA,NA,NA,2.78,NA,5.56,91.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
0364NA,11,[Districtwide],Belmont Community,NA,NA,NA,NA,*,NA,*,NA,NA,NA,*,NA,NA,*,*,30.00,70.00,10.00,90.00,NA,53.33,46.67,NA,NA,100.00,NA,NA,NA,13.33,NA,NA,86.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
0364NA,12,[Districtwide],Belmont Community,NA,NA,NA,NA,NA,NA,*,NA,NA,NA,*,*,NA,*,*,39.39,60.61,3.03,96.97,NA,48.48,51.52,NA,NA,100.00,NA,NA,NA,9.09,NA,NA,90.91,NA,NA,NA,NA,NA,NA,NA,NA,NA
0364NA,2,[Districtwide],Belmont Community,NA,NA,NA,NA,NA,NA,*,NA,NA,NA,NA,*,NA,*,*,39.29,60.71,14.29,85.71,NA,42.86,57.14,NA,NA,100.00,NA,NA,NA,17.86,NA,NA,82.14,NA,NA,NA,NA,NA,NA,NA,NA,NA
0364NA,3,[Districtwide],Belmont Community,NA,NA,NA,NA,NA,NA,*,NA,NA,NA,*,NA,NA,*,*,34.48,65.52,17.24,82.76,NA,48.28,51.72,NA,NA,100.00,NA,NA,NA,24.14,NA,3.45,72.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
0364NA,4,[Districtwide],Belmont Community,NA,NA,*,NA,NA,NA,*,NA,*,NA,*,NA,NA,*,*,40.00,60.00,6.67,93.33,NA,46.67,53.33,NA,NA,100.00,NA,NA,NA,6.67,NA,NA,93.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
0364NA,5,[Districtwide],Belmont Community,NA,NA,NA,NA,NA,NA,*,NA,*,NA,NA,NA,NA,*,*,43.75,56.25,9.38,90.63,NA,56.25,43.75,NA,NA,100.00,NA,NA,NA,9.38,NA,3.13,87.50,NA,NA,NA,NA,NA,NA,NA,NA,NA
0364NA,6,[Districtwide],Belmont Community,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,100.00,36.00,64.00,8.00,92.00,NA,48.00,52.00,NA,NA,100.00,NA,NA,NA,12.00,NA,NA,88.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
0364NA,7,[Districtwide],Belmont Community,NA,NA,NA,NA,*,*,80.00,NA,NA,NA,*,NA,NA,20.00,80.00,40.00,60.00,6.67,93.33,NA,40.00,60.00,NA,NA,100.00,NA,NA,NA,6.67,NA,3.33,90.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
0364NA,8,[Districtwide],Belmont Community,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,100.00,38.46,61.54,3.85,96.15,NA,61.54,38.46,NA,NA,100.00,7.69,NA,NA,7.69,NA,NA,84.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
0364NA,9,[Districtwide],Belmont Community,*,NA,*,NA,*,*,*,NA,NA,NA,*,NA,NA,*,*,*,*,NA,100.00,NA,59.09,40.91,NA,NA,100.00,NA,NA,NA,4.55,NA,NA,95.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
0364NA,K4,[Districtwide],Belmont Community,NA,NA,NA,NA,NA,NA,*,NA,NA,*,NA,NA,NA,*,*,22.22,77.78,NA,100.00,NA,29.63,70.37,NA,NA,100.00,NA,NA,NA,3.70,NA,NA,96.30,NA,NA,NA,NA,NA,NA,NA,NA,NA
0364NA,KG,[Districtwide],Belmont Community,NA,NA,NA,NA,NA,NA,*,NA,NA,NA,NA,*,NA,*,*,41.38,58.62,NA,100.00,NA,48.28,51.72,NA,NA,100.00,NA,NA,NA,17.24,NA,3.45,79.31,NA,NA,NA,NA,NA,NA,NA,NA,NA
0364NA,PK,[Districtwide],Belmont Community,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.00,NA,20.00,40.00,NA,NA,NA,NA,*,*,*,*,*
03640020,1,Belmont Elementary,Belmont Community,NA,NA,NA,NA,NA,NA,*,NA,NA,NA,NA,*,NA,*,*,*,*,8.70,91.30,NA,47.83,52.17,NA,NA,100.00,NA,NA,NA,26.09,NA,NA,73.91,NA,NA,NA,NA,NA,NA,NA,NA,NA
03640020,2,Belmont Elementary,Belmont Community,NA,NA,NA,NA,NA,NA,*,NA,NA,NA,NA,*,NA,*,*,39.29,60.71,14.29,85.71,NA,42.86,57.14,NA,NA,100.00,NA,NA,NA,17.86,NA,NA,82.14,NA,NA,NA,NA,NA,NA,NA,NA,NA
03640020,3,Belmont Elementary,Belmont Community,NA,NA,NA,NA,NA,NA,*,NA,NA,NA,*,NA,NA,*,*,34.48,65.52,17.24,82.76,NA,48.28,51.72,NA,NA,100.00,NA,NA,NA,24.14,NA,3.45,72.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
03640020,4,Belmont Elementary,Belmont Community,NA,NA,*,NA,NA,NA,*,NA,*,NA,*,NA,NA,*,*,40.00,60.00,6.67,93.33,NA,46.67,53.33,NA,NA,100.00,NA,NA,NA,6.67,NA,NA,93.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
03640020,5,Belmont Elementary,Belmont Community,NA,NA,NA,NA,NA,NA,*,NA,*,NA,NA,NA,NA,*,*,43.75,56.25,9.38,90.63,NA,56.25,43.75,NA,NA,100.00,NA,NA,NA,9.38,NA,3.13,87.50,NA,NA,NA,NA,NA,NA,NA,NA,NA
03640020,6,Belmont Elementary,Belmont Community,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,100.00,36.00,64.00,8.00,92.00,NA,48.00,52.00,NA,NA,100.00,NA,NA,NA,12.00,NA,NA,88.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
03640020,K4,Belmont Elementary,Belmont Community,NA,NA,NA,NA,NA,NA,*,NA,NA,*,NA,NA,NA,*,*,22.22,77.78,NA,100.00,NA,29.63,70.37,NA,NA,100.00,NA,NA,NA,3.70,NA,NA,96.30,NA,NA,NA,NA,NA,NA,NA,NA,NA
03640020,KG,Belmont Elementary,Belmont Community,NA,NA,NA,NA,NA,NA,*,NA,NA,NA,NA,*,NA,*,*,41.38,58.62,NA,100.00,NA,48.28,51.72,NA,NA,100.00,NA,NA,NA,17.24,NA,3.45,79.31,NA,NA,NA,NA,NA,NA,NA,NA,NA
03640020,PK,Belmont Elementary,Belmont Community,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.00,NA,20.00,40.00,NA,NA,NA,NA,*,*,*,*,*
03640040,10,Belmont High,Belmont Community,NA,NA,NA,NA,*,NA,80.56,NA,NA,NA,*,NA,NA,19.44,80.56,33.33,66.67,2.78,97.22,NA,52.78,47.22,NA,NA,100.00,NA,NA,NA,2.78,NA,5.56,91.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
03640040,11,Belmont High,Belmont Community,NA,NA,NA,NA,*,NA,*,NA,NA,NA,*,NA,NA,*,*,30.00,70.00,10.00,90.00,NA,53.33,46.67,NA,NA,100.00,NA,NA,NA,13.33,NA,NA,86.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
03640040,12,Belmont High,Belmont Community,NA,NA,NA,NA,NA,NA,*,NA,NA,NA,*,*,NA,*,*,39.39,60.61,3.03,96.97,NA,48.48,51.52,NA,NA,100.00,NA,NA,NA,9.09,NA,NA,90.91,NA,NA,NA,NA,NA,NA,NA,NA,NA
03640040,7,Belmont High,Belmont Community,NA,NA,NA,NA,*,*,80.00,NA,NA,NA,*,NA,NA,20.00,80.00,40.00,60.00,6.67,93.33,NA,40.00,60.00,NA,NA,100.00,NA,NA,NA,6.67,NA,3.33,90.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
03640040,8,Belmont High,Belmont Community,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,100.00,38.46,61.54,3.85,96.15,NA,61.54,38.46,NA,NA,100.00,7.69,NA,NA,7.69,NA,NA,84.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
03640040,9,Belmont High,Belmont Community,*,NA,*,NA,*,*,*,NA,NA,NA,*,NA,NA,*,*,*,*,NA,100.00,NA,59.09,40.91,NA,NA,100.00,NA,NA,NA,4.55,NA,NA,95.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
0413NA,1,[Districtwide],Beloit,3.06,NA,NA,NA,NA,*,83.89,NA,*,3.33,NA,7.50,NA,16.11,83.89,75.56,24.44,18.61,81.39,NA,49.72,50.28,NA,NA,100.00,NA,0.83,22.22,35.00,NA,11.39,30.56,NA,NA,NA,NA,NA,NA,NA,NA,NA
0413NA,10,[Districtwide],Beloit,2.00,NA,*,NA,4.00,*,80.50,NA,5.75,NA,5.25,*,NA,19.50,80.50,70.75,29.25,18.50,81.50,NA,55.75,44.25,NA,NA,100.00,0.50,0.50,22.75,36.00,NA,7.50,32.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
0413NA,11,[Districtwide],Beloit,*,NA,NA,NA,3.22,*,85.84,NA,3.65,NA,4.72,NA,NA,14.16,85.84,65.02,34.98,15.67,84.33,NA,47.64,52.36,NA,NA,100.00,0.21,1.29,19.96,36.70,0.43,7.94,33.48,NA,NA,NA,NA,NA,NA,NA,NA,NA
0413NA,12,[Districtwide],Beloit,2.68,*,*,NA,*,1.46,86.62,NA,3.16,NA,4.14,*,NA,13.38,86.62,63.50,36.50,11.19,88.81,NA,50.36,49.64,NA,NA,100.00,0.49,0.97,19.22,38.93,NA,5.11,35.28,NA,NA,NA,NA,NA,NA,NA,NA,NA
0413NA,2,[Districtwide],Beloit,1.71,*,NA,NA,*,*,84.62,NA,1.71,3.13,NA,6.84,NA,15.38,84.62,76.35,23.65,16.24,83.76,NA,50.43,49.57,NA,NA,100.00,NA,0.57,20.23,32.76,NA,11.97,34.47,NA,NA,NA,NA,NA,NA,NA,NA,NA
0413NA,3,[Districtwide],Beloit,3.31,NA,NA,NA,1.81,*,82.83,NA,1.81,2.71,*,5.12,NA,17.17,82.83,75.30,24.70,25.30,74.70,NA,46.69,53.31,NA,NA,100.00,0.60,0.60,21.69,35.24,0.30,12.35,29.22,NA,NA,NA,NA,NA,NA,NA,NA,NA
0413NA,4,[Districtwide],Beloit,*,NA,*,NA,2.43,2.70,82.48,NA,3.77,*,3.77,2.43,NA,17.52,82.48,76.55,23.45,22.10,77.90,NA,49.33,50.67,NA,NA,100.00,0.81,0.54,22.37,32.08,NA,10.24,33.96,NA,NA,NA,NA,NA,NA,NA,NA,NA
0413NA,5,[Districtwide],Beloit,2.60,NA,*,NA,3.12,*,79.22,NA,6.75,NA,2.86,2.86,NA,20.78,79.22,73.77,26.23,22.60,77.40,NA,43.12,56.88,NA,NA,100.00,NA,1.04,23.12,35.32,0.52,9.61,30.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
0413NA,6,[Districtwide],Beloit,1.81,NA,*,NA,*,*,84.59,*,3.32,NA,4.83,1.81,NA,15.41,84.59,72.21,27.79,18.73,81.27,NA,48.94,51.06,NA,NA,100.00,0.60,NA,20.54,37.16,NA,13.29,28.40,NA,NA,NA,NA,NA,NA,NA,NA,NA
0413NA,7,[Districtwide],Beloit,2.06,NA,*,NA,*,*,81.18,NA,4.12,NA,7.94,1.76,NA,18.82,81.18,72.94,27.06,22.65,77.35,NA,49.41,50.59,NA,NA,100.00,0.59,0.29,20.29,37.94,NA,8.82,32.06,NA,NA,NA,NA,NA,NA,NA,NA,NA
0413NA,8,[Districtwide],Beloit,2.28,NA,NA,NA,3.42,*,82.05,NA,4.56,NA,5.13,*,*,17.95,82.05,71.79,28.21,21.08,78.92,NA,47.86,52.14,NA,NA,100.00,0.28,0.28,22.51,35.33,0.28,8.55,32.76,NA,NA,NA,NA,NA,NA,NA,NA,NA
0413NA,9,[Districtwide],Beloit,*,NA,NA,NA,2.45,*,83.15,NA,2.72,NA,9.24,*,NA,16.85,83.15,73.10,26.90,21.47,78.53,NA,44.84,55.16,NA,NA,100.00,0.27,1.09,23.37,38.59,NA,8.42,28.26,NA,NA,NA,NA,NA,NA,NA,NA,NA
0413NA,K4,[Districtwide],Beloit,*,NA,*,NA,NA,NA,90.85,NA,NA,*,NA,3.87,NA,9.15,90.85,77.11,22.89,NA,100.00,NA,52.11,47.89,NA,NA,100.00,NA,0.70,20.42,34.15,NA,13.38,31.34,NA,NA,NA,NA,NA,NA,NA,NA,NA
0413NA,KG,[Districtwide],Beloit,4.04,NA,*,NA,NA,*,84.64,NA,NA,*,NA,7.28,NA,15.36,84.64,69.54,30.46,16.17,83.83,NA,47.44,52.56,NA,NA,100.00,NA,0.54,20.75,32.08,0.27,13.48,32.88,NA,NA,NA,NA,NA,NA,NA,NA,NA
0413NA,PK,[Districtwide],Beloit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.55,20.45,NA,100.00,NA,36.36,63.64,NA,NA,100.00,NA,2.27,13.64,36.36,NA,11.36,36.36,NA,NA,NA,NA,NA,*,*,NA,NA
04130020,4,Aldrich Intermediate,Beloit,*,NA,NA,NA,*,*,81.40,NA,*,NA,6.98,*,NA,18.60,81.40,69.77,30.23,26.74,73.26,NA,50.00,50.00,NA,NA,100.00,NA,NA,26.74,36.05,NA,11.63,25.58,NA,NA,NA,NA,NA,NA,NA,NA,NA
04130020,5,Aldrich Intermediate,Beloit,*,NA,*,NA,*,*,81.11,NA,*,NA,*,*,NA,18.89,81.11,71.11,28.89,23.33,76.67,NA,41.11,58.89,NA,NA,100.00,NA,2.22,18.89,41.11,1.11,7.78,28.89,NA,NA,NA,NA,NA,NA,NA,NA,NA
04130020,6,Aldrich Intermediate,Beloit,*,NA,*,NA,NA,*,77.63,*,*,NA,*,*,NA,22.37,77.63,67.11,32.89,17.11,82.89,NA,44.74,55.26,NA,NA,100.00,NA,NA,18.42,44.74,NA,9.21,27.63,NA,NA,NA,NA,NA,NA,NA,NA,NA
04130020,7,Aldrich Intermediate,Beloit,*,NA,NA,NA,NA,*,82.43,NA,*,NA,*,*,NA,17.57,82.43,62.16,37.84,31.08,68.92,NA,45.95,54.05,NA,NA,100.00,NA,NA,16.22,44.59,NA,10.81,28.38,NA,NA,NA,NA,NA,NA,NA,NA,NA
04130020,8,Aldrich Intermediate,Beloit,*,NA,NA,NA,*,*,82.93,NA,*,NA,*,NA,NA,17.07,82.93,57.32,42.68,18.29,81.71,NA,52.44,47.56,NA,NA,100.00,NA,1.22,20.73,36.59,1.22,4.88,35.37,NA,NA,NA,NA,NA,NA,NA,NA,NA
04130150,K4,Beloit Early Learning,Beloit,*,NA,*,NA,NA,NA,78.57,NA,NA,*,NA,*,NA,21.43,78.57,NA,NA,NA,100.00,NA,53.57,46.43,NA,NA,100.00,NA,NA,17.86,42.86,NA,14.29,25.00,NA,NA,NA,NA,*,NA,NA,NA,NA
04130150,PK,Beloit Early Learning,Beloit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,42.86,57.14,NA,NA,100.00,NA,NA,4.76,38.10,NA,9.52,47.62,NA,NA,NA,NA,*,*,*,NA,NA
04130421,10,Beloit Learning Academy,Beloit,NA,NA,NA,NA,*,*,59.26,NA,*,NA,*,NA,NA,40.74,59.26,NA,NA,3.70,96.30,NA,48.15,51.85,NA,NA,100.00,NA,NA,40.74,18.52,NA,7.41,33.33,NA,NA,NA,NA,*,NA,NA,NA,NA
04130421,11,Beloit Learning Academy,Beloit,NA,NA,NA,NA,*,NA,76.00,NA,*,NA,*,NA,NA,24.00,76.00,84.00,16.00,6.00,94.00,NA,40.00,60.00,NA,NA,100.00,NA,NA,32.00,28.00,NA,14.00,26.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
04130421,12,Beloit Learning Academy,Beloit,NA,NA,NA,NA,*,NA,87.61,NA,*,NA,*,NA,NA,12.39,87.61,77.88,22.12,13.27,86.73,NA,43.36,56.64,NA,NA,100.00,NA,NA,32.74,30.97,NA,5.31,30.97,NA,NA,NA,NA,NA,NA,NA,NA,NA
04130421,8,Beloit Learning Academy,Beloit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,*,*,*,*,*
04130421,9,Beloit Learning Academy,Beloit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,50.00,25.00,NA,NA,25.00,NA,NA,NA,NA,*,*,*,*,*
04130850,1,Beloit Virtual School,Beloit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,*,*,*,*,*
04130850,10,Beloit Virtual School,Beloit,NA,NA,NA,NA,NA,NA,*,NA,NA,NA,*,NA,NA,*,*,NA,NA,NA,100.00,NA,*,*,NA,NA,100.00,NA,NA,14.29,NA,NA,14.29,71.43,NA,NA,NA,NA,*,NA,NA,NA,NA
04130850,11,Beloit Virtual School,Beloit,*,NA,NA,NA,NA,NA,*,NA,NA,NA,*,NA,NA,*,*,NA,NA,15.38,84.62,NA,53.85,46.15,NA,NA,100.00,NA,NA,7.69,30.77,NA,30.77,30.77,NA,NA,NA,NA,*,NA,NA,NA,NA
04130850,12,Beloit Virtual School,Beloit,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,100.00,NA,*,*,NA,NA,100.00,NA,NA,9.09,45.45,NA,NA,45.45,NA,NA,NA,NA,*,NA,NA,NA,NA
04130850,2,Beloit Virtual School,Beloit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.33,66.67,NA,NA,NA,NA,*,*,*,*,*
04130850,3,Beloit Virtual School,Beloit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*,*,*,*,*
04130850,4,Beloit Virtual School,Beloit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,25.00,NA,NA,50.00,25.00,NA,NA,NA,NA,*,*,*,*,*
04130850,5,Beloit Virtual School,Beloit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,50.00,NA,NA,NA,50.00,NA,NA,NA,NA,*,*,*,*,*
04130850,6,Beloit Virtual School,Beloit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,25.00,NA,NA,NA,NA,25.00,50.00,NA,NA,NA,NA,*,*,*,*,*
04130850,7,Beloit Virtual School,Beloit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.67,NA,NA,33.33,NA,NA,NA,NA,*,*,*,*,*
04130850,8,Beloit Virtual School,Beloit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.00,NA,NA,75.00,NA,NA,NA,NA,*,*,*,*,*
04130850,9,Beloit Virtual School,Beloit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.33,66.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.33,NA,NA,66.67,NA,NA,NA,NA,*,*,*,*,*
04130850,KG,Beloit Virtual School,Beloit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.00,NA,50.00,NA,NA,NA,NA,NA,*,*,*,*,*
04130060,1,Converse Elementary,Beloit,*,NA,NA,NA,NA,NA,87.50,NA,*,*,NA,*,NA,12.50,87.50,84.38,15.63,12.50,87.50,NA,46.88,53.13,NA,NA,100.00,NA,NA,14.06,23.44,NA,17.19,45.31,NA,NA,NA,NA,NA,NA,NA,NA,NA
04130060,2,Converse Elementary,Beloit,*,NA,NA,NA,NA,*,83.82,NA,*,NA,NA,*,NA,16.18,83.82,75.00,25.00,11.76,88.24,NA,48.53,51.47,NA,NA,100.00,NA,NA,8.82,29.41,NA,14.71,47.06,NA,NA,NA,NA,NA,NA,NA,NA,NA
04130060,3,Converse Elementary,Beloit,*,NA,NA,NA,NA,NA,79.66,NA,*,*,*,*,NA,20.34,79.66,76.27,23.73,16.95,83.05,NA,44.07,55.93,NA,NA,100.00,NA,NA,22.03,22.03,NA,11.86,44.07,NA,NA,NA,NA,NA,NA,NA,NA,NA
04130060,K4,Converse Elementary,Beloit,NA,NA,NA,NA,NA,NA,*,NA,NA,NA,NA,*,NA,*,*,65.38,34.62,NA,100.00,NA,50.00,50.00,NA,NA,100.00,NA,1.92,17.31,25.00,NA,11.54,44.23,NA,NA,NA,NA,NA,NA,NA,NA,NA
04130060,KG,Converse Elementary,Beloit,*,NA,NA,NA,NA,NA,87.84,NA,NA,*,NA,*,NA,12.16,87.84,71.62,28.38,10.81,89.19,NA,50.00,50.00,NA,NA,100.00,NA,NA,25.68,28.38,NA,9.46,36.49,NA,NA,NA,NA,NA,NA,NA,NA,NA
04130080,4,Cunningham Intermediate,Beloit,*,NA,*,NA,*,*,80.00,NA,*,NA,*,*,NA,20.00,80.00,81.00,19.00,24.00,76.00,NA,52.00,48.00,NA,NA,100.00,3.00,1.00,23.00,38.00,NA,6.00,29.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
04130080,5,Cunningham Intermediate,Beloit,*,NA,NA,NA,NA,7.14,77.38,NA,8.33,NA,*,*,NA,22.62,77.38,77.38,22.62,26.19,73.81,NA,40.48,59.52,NA,NA,100.00,NA,1.19,25.00,33.33,NA,11.90,28.57,NA,NA,NA,NA,NA,NA,NA,NA,NA
04130080,6,Cunningham Intermediate,Beloit,*,NA,NA,NA,*,*,88.75,NA,*,NA,*,NA,NA,11.25,88.75,73.75,26.25,18.75,81.25,NA,46.25,53.75,NA,NA,100.00,1.25,NA,22.50,35.00,NA,18.75,22.50,NA,NA,NA,NA,NA,NA,NA,NA,NA
04130080,7,Cunningham Intermediate,Beloit,*,NA,NA,NA,NA,*,82.93,NA,*,NA,8.54,NA,NA,17.07,82.93,78.05,21.95,21.95,78.05,NA,47.56,52.44,NA,NA,100.00,NA,NA,20.73,39.02,NA,7.32,32.93,NA,NA,NA,NA,NA,NA,NA,NA,NA
04130080,8,Cunningham Intermediate,Beloit,*,NA,NA,NA,*,*,79.01,NA,*,NA,*,NA,*,20.99,79.01,80.25,19.75,24.69,75.31,NA,35.80,64.20,NA,NA,100.00,1.23,NA,22.22,35.80,NA,11.11,29.63,NA,NA,NA,NA,NA,NA,NA,NA,NA
