district_school,GRADE_LEVEL,SCHOOL_NAME,DISTRICT_NAME,Disability__Autism,Disability__Blind_and_Visually_Impaired,Disability__Deaf_or_Hard_of_Hearing,Disability__Deafblind,Disability__Emotional_Behavioral_Disability,Disability__Intellectual_Disability,Disability__Not_IDEA_Eligible_or_No_Disability,Disability__Orthopedic_Impairment,Disability__Other_Health_Impairment,Disability__Significant_Developmental_Delay,Disability__Specific_Learning_Disability,Disability__Speech_or_Language_Impairment,Disability__Traumatic_Brain_Injury,Disability_Status__SwD,Disability_Status__SwoD,Economic_Status__Econ_Disadv,Economic_Status__Not_Econ_Disadv,EL_Status__EL,EL_Status__Eng_Prof,EL_Status__Unknown,Gender__Female,Gender__Male,Gender__Non-binary,Migrant_Status__Migrant,Migrant_Status__Not_Migrant,Race/Ethnicity__Amer_Indian,Race/Ethnicity__Asian,Race/Ethnicity__Black,Race/Ethnicity__Hispanic,Race/Ethnicity__Pacific_Isle,Race/Ethnicity__Two_or_More,Race/Ethnicity__White,Economic_Status__Unknown,Disability__Unknown,Disability_Status__Unknown,Race/Ethnicity__Unknown,Economic_Status__[Data_Suppressed],Disability__[Data_Suppressed],Disability_Status__[Data_Suppressed],Gender__[Data_Suppressed],Migrant_Status__[Data_Suppressed]
27930240,3,Harvey Elementary,Kenosha,*,NA,NA,NA,NA,*,72.73,NA,NA,*,*,*,NA,27.27,72.73,54.55,45.45,6.06,93.94,NA,42.42,57.58,NA,NA,100.00,NA,6.06,6.06,18.18,NA,21.21,48.48,NA,NA,NA,NA,NA,NA,NA,NA,NA
27930240,4,Harvey Elementary,Kenosha,NA,NA,NA,NA,NA,NA,*,NA,NA,*,NA,NA,NA,*,*,46.88,53.13,15.63,84.38,NA,53.13,46.88,NA,NA,100.00,NA,3.13,3.13,18.75,NA,9.38,65.63,NA,NA,NA,NA,NA,NA,NA,NA,NA
27930240,5,Harvey Elementary,Kenosha,*,NA,NA,NA,NA,NA,*,NA,NA,NA,NA,NA,NA,*,*,63.41,36.59,2.44,97.56,NA,48.78,51.22,NA,NA,100.00,NA,NA,2.44,29.27,NA,7.32,60.98,NA,NA,NA,NA,NA,NA,NA,NA,NA
27930240,K4,Harvey Elementary,Kenosha,*,NA,NA,NA,NA,NA,*,NA,NA,*,NA,*,NA,*,*,53.85,46.15,NA,100.00,NA,53.85,46.15,NA,NA,100.00,NA,7.69,3.85,19.23,NA,7.69,61.54,NA,NA,NA,NA,NA,NA,NA,NA,NA
27930240,KG,Harvey Elementary,Kenosha,NA,NA,NA,NA,NA,NA,85.71,NA,*,*,NA,*,NA,14.29,85.71,38.10,61.90,2.38,97.62,NA,47.62,52.38,NA,NA,100.00,NA,NA,4.76,28.57,NA,9.52,57.14,NA,NA,NA,NA,NA,NA,NA,NA,NA
27930240,PK,Harvey Elementary,Kenosha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.18,58.82,NA,100.00,NA,47.06,52.94,NA,NA,100.00,NA,NA,29.41,41.18,NA,5.88,23.53,NA,NA,NA,NA,NA,*,*,NA,NA
27930280,10,Hillcrest School,Kenosha,NA,NA,NA,NA,*,NA,50.00,NA,*,NA,*,NA,NA,50.00,50.00,NA,NA,8.33,91.67,NA,*,*,NA,NA,100.00,NA,NA,58.33,33.33,NA,8.33,NA,NA,NA,NA,NA,*,NA,NA,NA,NA
27930280,11,Hillcrest School,Kenosha,NA,NA,NA,NA,*,NA,*,NA,NA,NA,NA,NA,NA,*,*,NA,NA,NA,100.00,NA,*,*,NA,NA,100.00,NA,NA,66.67,22.22,NA,NA,11.11,NA,NA,NA,NA,*,NA,NA,NA,NA
27930280,12,Hillcrest School,Kenosha,NA,NA,NA,NA,*,NA,*,NA,*,NA,*,NA,NA,*,*,NA,NA,7.69,92.31,NA,*,*,NA,NA,100.00,NA,NA,38.46,23.08,NA,NA,38.46,NA,NA,NA,NA,*,NA,NA,NA,NA
27930280,7,Hillcrest School,Kenosha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.50,87.50,NA,*,*,NA,NA,100.00,NA,NA,37.50,25.00,NA,12.50,25.00,NA,NA,NA,NA,*,*,*,NA,NA
27930280,8,Hillcrest School,Kenosha,NA,NA,NA,NA,*,NA,*,NA,*,NA,*,NA,NA,*,*,NA,NA,8.33,91.67,NA,*,*,NA,NA,100.00,NA,NA,25.00,16.67,NA,16.67,41.67,NA,NA,NA,NA,*,NA,NA,NA,NA
27930280,9,Hillcrest School,Kenosha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,*,*,NA,NA,100.00,NA,NA,33.33,16.67,NA,NA,50.00,NA,NA,NA,NA,*,*,*,NA,NA
27930410,10,Indian Trail High School and Academy,Kenosha,*,*,*,NA,1.17,NA,92.02,*,1.95,NA,2.92,*,NA,7.98,92.02,48.83,51.17,8.37,91.63,NA,56.03,43.97,NA,NA,100.00,0.19,3.70,10.12,32.10,0.39,6.61,46.89,NA,NA,NA,NA,NA,NA,NA,NA,NA
27930410,11,Indian Trail High School and Academy,Kenosha,*,*,NA,NA,*,*,89.26,*,2.69,NA,4.75,NA,NA,10.74,89.26,47.11,52.89,5.37,94.63,NA,53.31,46.69,NA,NA,100.00,0.21,2.48,10.74,30.37,NA,4.75,51.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
27930410,12,Indian Trail High School and Academy,Kenosha,2.03,NA,NA,NA,*,1.42,89.05,*,3.04,NA,3.04,NA,*,10.95,89.05,46.45,53.55,9.53,90.47,NA,48.07,51.93,NA,NA,100.00,NA,3.25,11.56,34.89,NA,4.67,45.64,NA,NA,NA,NA,NA,NA,NA,NA,NA
27930410,9,Indian Trail High School and Academy,Kenosha,*,*,NA,NA,1.43,*,88.96,NA,2.86,NA,4.50,NA,*,11.04,88.96,51.74,48.26,7.77,92.23,NA,51.74,48.26,NA,NA,100.00,NA,2.86,11.04,32.52,NA,4.91,48.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
27930300,1,Jefferson Elementary,Kenosha,NA,NA,NA,NA,NA,NA,85.37,NA,NA,*,NA,*,NA,14.63,85.37,NA,NA,14.63,85.37,NA,41.46,58.54,NA,NA,100.00,NA,2.44,31.71,43.90,NA,2.44,19.51,NA,NA,NA,NA,*,NA,NA,NA,NA
27930300,2,Jefferson Elementary,Kenosha,NA,NA,NA,NA,NA,NA,83.33,NA,NA,*,NA,*,NA,16.67,83.33,NA,NA,8.33,91.67,NA,50.00,50.00,NA,NA,100.00,NA,NA,30.56,38.89,NA,2.78,27.78,NA,NA,NA,NA,*,NA,NA,NA,NA
27930300,3,Jefferson Elementary,Kenosha,NA,NA,NA,NA,*,NA,83.78,NA,*,*,*,*,NA,16.22,83.78,NA,NA,16.22,83.78,NA,43.24,56.76,NA,NA,100.00,NA,2.70,32.43,24.32,NA,8.11,32.43,NA,NA,NA,NA,*,NA,NA,NA,NA
27930300,4,Jefferson Elementary,Kenosha,NA,NA,NA,NA,NA,NA,*,NA,*,NA,*,NA,NA,*,*,NA,NA,13.79,86.21,NA,37.93,62.07,NA,NA,100.00,NA,NA,20.69,37.93,3.45,3.45,34.48,NA,NA,NA,NA,*,NA,NA,NA,NA
27930300,5,Jefferson Elementary,Kenosha,*,NA,NA,NA,NA,NA,*,NA,NA,NA,NA,NA,NA,*,*,NA,NA,17.24,82.76,NA,55.17,44.83,NA,NA,100.00,NA,NA,20.69,51.72,NA,6.90,20.69,NA,NA,NA,NA,*,NA,NA,NA,NA
27930300,K4,Jefferson Elementary,Kenosha,NA,NA,NA,NA,NA,NA,*,NA,NA,NA,NA,*,NA,*,*,NA,NA,NA,100.00,NA,50.00,50.00,NA,NA,100.00,NA,NA,25.00,50.00,NA,NA,25.00,NA,NA,NA,NA,*,NA,NA,NA,NA
27930300,KG,Jefferson Elementary,Kenosha,NA,NA,NA,NA,NA,NA,*,NA,NA,*,NA,*,NA,*,*,NA,NA,12.00,88.00,NA,52.00,48.00,NA,NA,100.00,4.00,NA,28.00,36.00,4.00,8.00,20.00,NA,NA,NA,NA,*,NA,NA,NA,NA
27930300,PK,Jefferson Elementary,Kenosha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.00,NA,20.00,NA,NA,NA,NA,NA,*,*,*,*,*
27930310,1,Jeffery Elementary,Kenosha,*,NA,NA,NA,NA,NA,65.71,NA,*,*,NA,*,NA,34.29,65.71,42.86,57.14,11.43,88.57,NA,17.14,82.86,NA,NA,100.00,NA,NA,NA,20.00,NA,2.86,77.14,NA,NA,NA,NA,NA,NA,NA,NA,NA
27930310,2,Jeffery Elementary,Kenosha,*,NA,NA,NA,*,NA,82.86,NA,*,*,NA,NA,NA,17.14,82.86,40.00,60.00,NA,100.00,NA,51.43,48.57,NA,NA,100.00,NA,NA,8.57,25.71,NA,2.86,62.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
27930310,3,Jeffery Elementary,Kenosha,*,NA,NA,NA,NA,NA,84.78,NA,*,*,NA,*,NA,15.22,84.78,54.35,45.65,4.35,95.65,NA,45.65,54.35,NA,NA,100.00,NA,NA,6.52,26.09,NA,4.35,63.04,NA,NA,NA,NA,NA,NA,NA,NA,NA
27930310,4,Jeffery Elementary,Kenosha,*,NA,NA,NA,*,NA,87.50,NA,*,NA,NA,*,NA,12.50,87.50,52.08,47.92,4.17,95.83,NA,64.58,35.42,NA,NA,100.00,NA,NA,2.08,16.67,NA,12.50,68.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
27930310,5,Jeffery Elementary,Kenosha,*,NA,NA,NA,NA,*,82.05,NA,*,NA,NA,NA,NA,17.95,82.05,48.72,51.28,2.56,97.44,NA,43.59,56.41,NA,NA,100.00,NA,NA,NA,35.90,NA,10.26,53.85,NA,NA,NA,NA,NA,NA,NA,NA,NA
27930310,K4,Jeffery Elementary,Kenosha,NA,NA,NA,NA,NA,NA,*,NA,NA,*,NA,*,NA,*,*,53.33,46.67,NA,100.00,NA,60.00,40.00,NA,NA,100.00,NA,NA,NA,40.00,NA,NA,60.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
27930310,KG,Jeffery Elementary,Kenosha,*,NA,NA,NA,NA,NA,*,NA,NA,*,NA,*,NA,*,*,33.33,66.67,5.56,94.44,NA,48.15,51.85,NA,NA,100.00,NA,NA,5.56,24.07,NA,7.41,62.96,NA,NA,NA,NA,NA,NA,NA,NA,NA
27930105,K4,Kenosha 4 Year Old Kindergarten,Kenosha,NA,NA,NA,NA,NA,NA,*,NA,NA,NA,NA,*,NA,*,*,*,*,NA,100.00,NA,47.46,52.54,NA,NA,100.00,NA,3.39,5.08,25.42,NA,8.47,57.63,NA,NA,NA,NA,NA,NA,NA,NA,NA
27930800,1,Kenosha eSchool K-12,Kenosha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.33,66.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.67,NA,NA,33.33,NA,NA,NA,NA,*,*,*,*,*
27930800,10,Kenosha eSchool K-12,Kenosha,NA,NA,NA,NA,*,NA,*,NA,*,NA,NA,NA,NA,*,*,*,*,9.09,90.91,NA,*,*,NA,NA,100.00,NA,NA,9.09,36.36,NA,9.09,45.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
27930800,11,Kenosha eSchool K-12,Kenosha,NA,NA,NA,NA,NA,NA,*,*,NA,NA,*,NA,NA,*,*,*,*,NA,100.00,NA,53.33,46.67,NA,NA,100.00,NA,NA,6.67,20.00,NA,6.67,66.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
27930800,12,Kenosha eSchool K-12,Kenosha,NA,NA,NA,NA,*,*,*,NA,NA,NA,NA,NA,NA,*,*,*,*,NA,100.00,NA,75.86,24.14,NA,NA,100.00,NA,3.45,10.34,24.14,NA,6.90,55.17,NA,NA,NA,NA,NA,NA,NA,NA,NA
27930800,2,Kenosha eSchool K-12,Kenosha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,33.33,NA,NA,33.33,33.33,NA,NA,NA,NA,*,*,*,*,*
27930800,3,Kenosha eSchool K-12,Kenosha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.33,66.67,NA,*,*,NA,NA,100.00,NA,NA,33.33,50.00,NA,NA,16.67,NA,NA,NA,NA,*,*,*,NA,NA
27930800,4,Kenosha eSchool K-12,Kenosha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,40.00,40.00,NA,NA,20.00,NA,NA,NA,NA,*,*,*,*,*
27930800,5,Kenosha eSchool K-12,Kenosha,NA,NA,NA,NA,NA,NA,*,NA,*,NA,NA,NA,NA,*,*,NA,NA,28.57,71.43,NA,*,*,NA,NA,100.00,NA,NA,14.29,57.14,NA,14.29,14.29,NA,NA,NA,NA,*,NA,NA,NA,NA
27930800,6,Kenosha eSchool K-12,Kenosha,NA,NA,NA,NA,NA,NA,*,NA,NA,NA,*,NA,NA,*,*,NA,NA,NA,100.00,NA,*,*,NA,NA,100.00,9.09,NA,9.09,27.27,NA,9.09,45.45,NA,NA,NA,NA,*,NA,NA,NA,NA
27930800,7,Kenosha eSchool K-12,Kenosha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,20.00,NA,NA,20.00,60.00,NA,NA,NA,NA,*,*,*,*,*
27930800,8,Kenosha eSchool K-12,Kenosha,*,NA,NA,NA,*,NA,*,NA,NA,NA,*,NA,NA,*,*,*,*,13.33,86.67,NA,40.00,60.00,NA,NA,100.00,NA,NA,6.67,26.67,NA,13.33,53.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
27930800,9,Kenosha eSchool K-12,Kenosha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.00,NA,NA,60.00,NA,NA,NA,NA,*,*,*,*,*
27930800,KG,Kenosha eSchool K-12,Kenosha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.00,50.00,NA,NA,NA,NA,NA,NA,NA,NA,50.00,50.00,NA,NA,NA,NA,NA,NA,NA,*,*,*,*,*
27930810,K4,Kenosha Pike School,Kenosha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,*,*,*,*,*
27930810,PK,Kenosha Pike School,Kenosha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*,*,NA,100.00,NA,*,*,NA,NA,100.00,NA,NA,3.85,30.77,NA,7.69,57.69,NA,NA,NA,NA,NA,*,*,NA,NA
27930190,1,Kenosha School of Technology Enhanced Curriculum,Kenosha,NA,NA,NA,NA,NA,NA,88.07,NA,*,*,NA,*,NA,11.93,88.07,43.12,56.88,9.17,90.83,NA,45.87,54.13,NA,NA,100.00,NA,0.92,1.83,31.19,NA,2.75,63.30,NA,NA,NA,NA,NA,NA,NA,NA,NA
27930190,2,Kenosha School of Technology Enhanced Curriculum,Kenosha,NA,NA,NA,NA,NA,NA,89.29,NA,*,*,NA,5.36,NA,10.71,89.29,48.21,51.79,7.14,92.86,NA,46.43,53.57,NA,NA,100.00,NA,0.89,2.68,25.00,NA,10.71,60.71,NA,NA,NA,NA,NA,NA,NA,NA,NA
27930190,3,Kenosha School of Technology Enhanced Curriculum,Kenosha,NA,NA,NA,NA,NA,NA,93.22,NA,*,*,*,*,NA,6.78,93.22,45.76,54.24,5.93,94.07,NA,46.61,53.39,NA,NA,100.00,0.85,3.39,5.08,23.73,NA,6.78,60.17,NA,NA,NA,NA,NA,NA,NA,NA,NA
27930190,4,Kenosha School of Technology Enhanced Curriculum,Kenosha,NA,NA,*,NA,NA,NA,86.51,NA,*,5.56,*,*,NA,13.49,86.51,42.86,57.14,8.73,91.27,NA,38.89,61.11,NA,NA,100.00,NA,2.38,2.38,30.16,NA,7.94,57.14,NA,NA,NA,NA,NA,NA,NA,NA,NA
27930190,5,Kenosha School of Technology Enhanced Curriculum,Kenosha,NA,NA,NA,NA,NA,NA,91.11,NA,*,NA,*,*,NA,8.89,91.11,53.33,46.67,7.41,92.59,NA,49.63,50.37,NA,NA,100.00,NA,3.70,3.70,30.37,NA,7.41,54.81,NA,NA,NA,NA,NA,NA,NA,NA,NA
27930190,6,Kenosha School of Technology Enhanced Curriculum,Kenosha,*,NA,NA,NA,*,NA,90.51,NA,4.38,NA,*,NA,NA,9.49,90.51,46.72,53.28,6.57,93.43,NA,45.26,54.74,NA,NA,100.00,0.73,3.65,6.57,31.39,NA,5.84,51.82,NA,NA,NA,NA,NA,NA,NA,NA,NA
27930190,7,Kenosha School of Technology Enhanced Curriculum,Kenosha,*,NA,*,NA,NA,NA,84.28,NA,10.06,NA,*,*,NA,15.72,84.28,45.28,54.72,2.52,97.48,NA,40.25,59.75,NA,NA,100.00,0.63,0.63,6.29,22.01,NA,8.18,62.26,NA,NA,NA,NA,NA,NA,NA,NA,NA
27930190,8,Kenosha School of Technology Enhanced Curriculum,Kenosha,*,NA,NA,NA,*,NA,92.67,NA,*,NA,*,NA,NA,7.33,92.67,47.33,52.67,4.00,96.00,NA,49.33,50.67,NA,NA,100.00,NA,3.33,6.00,25.33,NA,4.00,61.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
27930190,K4,Kenosha School of Technology Enhanced Curriculum,Kenosha,NA,NA,NA,NA,NA,NA,*,NA,NA,NA,NA,*,NA,*,*,46.15,53.85,NA,100.00,NA,49.23,50.77,NA,NA,100.00,NA,3.08,3.08,38.46,NA,4.62,50.77,NA,NA,NA,NA,NA,NA,NA,NA,NA
27930190,KG,Kenosha School of Technology Enhanced Curriculum,Kenosha,NA,NA,NA,NA,NA,NA,86.54,NA,NA,*,NA,*,NA,13.46,86.54,42.31,57.69,2.88,97.12,NA,47.12,52.88,NA,NA,100.00,NA,4.81,6.73,22.12,NA,8.65,57.69,NA,NA,NA,NA,NA,NA,NA,NA,NA
27930480,10,Lakeview Technology Academy,Kenosha,*,*,NA,NA,NA,NA,85.85,NA,6.60,NA,*,*,NA,14.15,85.85,35.85,64.15,2.83,97.17,NA,35.85,64.15,NA,NA,100.00,NA,3.77,8.49,19.81,NA,3.77,64.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
27930480,11,Lakeview Technology Academy,Kenosha,*,NA,NA,NA,NA,NA,*,NA,*,NA,*,NA,NA,*,*,18.18,81.82,NA,100.00,NA,28.28,71.72,NA,NA,100.00,NA,6.06,1.01,12.12,1.01,8.08,71.72,NA,NA,NA,NA,NA,NA,NA,NA,NA
27930480,12,Lakeview Technology Academy,Kenosha,NA,NA,NA,NA,NA,NA,*,NA,*,NA,NA,NA,*,*,*,17.44,82.56,NA,100.00,NA,23.26,76.74,NA,NA,100.00,NA,12.79,2.33,13.95,NA,2.33,68.60,NA,NA,NA,NA,NA,NA,NA,NA,NA
27930480,9,Lakeview Technology Academy,Kenosha,NA,NA,NA,NA,*,NA,*,NA,NA,NA,NA,*,NA,*,*,31.07,68.93,0.97,99.03,NA,34.95,65.05,NA,NA,100.00,NA,5.83,0.97,21.36,NA,7.77,64.08,NA,NA,NA,NA,NA,NA,NA,NA,NA
27930320,6,Lance Middle,Kenosha,*,NA,*,NA,*,*,86.56,*,5.14,NA,2.77,*,NA,13.44,86.56,57.31,42.69,5.53,94.47,NA,50.59,49.41,NA,NA,100.00,0.40,NA,7.91,27.67,NA,7.11,56.92,NA,NA,NA,NA,NA,NA,NA,NA,NA
27930320,7,Lance Middle,Kenosha,2.68,NA,*,*,*,*,87.74,NA,3.07,NA,3.45,*,NA,12.26,87.74,48.66,51.34,4.21,95.79,NA,49.43,50.57,NA,NA,100.00,0.38,0.38,9.58,24.52,NA,8.43,56.70,NA,NA,NA,NA,NA,NA,NA,NA,NA
27930320,8,Lance Middle,Kenosha,*,NA,NA,NA,*,*,90.51,NA,3.65,NA,3.28,*,NA,9.49,90.51,49.64,50.36,4.38,95.62,NA,44.16,55.84,NA,NA,100.00,NA,NA,8.03,25.18,0.36,9.85,56.57,NA,NA,NA,NA,NA,NA,NA,NA,NA
27930360,6,Lincoln Middle,Kenosha,*,NA,NA,NA,*,*,81.17,NA,8.44,NA,4.55,NA,NA,18.83,81.17,81.17,18.83,13.64,86.36,NA,42.21,57.79,NA,NA,100.00,0.65,NA,26.62,34.42,NA,6.49,31.82,NA,NA,NA,NA,NA,NA,NA,NA,NA
27930360,7,Lincoln Middle,Kenosha,*,NA,NA,NA,*,*,84.35,NA,*,NA,8.16,*,NA,15.65,84.35,82.31,17.69,18.37,81.63,NA,49.66,50.34,NA,NA,100.00,NA,0.68,25.17,40.14,NA,10.20,23.81,NA,NA,NA,NA,NA,NA,NA,NA,NA
27930360,8,Lincoln Middle,Kenosha,*,NA,NA,NA,*,*,79.73,NA,*,NA,11.49,NA,NA,20.27,79.73,83.11,16.89,14.86,85.14,NA,51.35,48.65,NA,NA,100.00,0.68,NA,19.59,47.30,NA,8.78,23.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
27930215,6,Mahone Middle,Kenosha,*,NA,NA,NA,*,NA,88.96,*,5.52,NA,2.27,*,NA,11.04,88.96,45.13,54.87,5.52,94.48,NA,51.95,48.05,NA,NA,100.00,NA,3.90,14.29,24.68,NA,3.90,53.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
27930215,7,Mahone Middle,Kenosha,3.15,NA,*,NA,*,*,86.36,*,3.85,NA,3.15,*,NA,13.64,86.36,51.40,48.60,8.04,91.96,NA,53.15,46.85,NA,NA,100.00,0.35,3.50,11.19,27.97,NA,6.99,50.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
27930215,8,Mahone Middle,Kenosha,*,NA,NA,NA,*,*,87.91,NA,5.31,NA,3.24,*,NA,12.09,87.91,45.13,54.87,6.19,93.81,NA,52.80,47.20,NA,NA,100.00,NA,3.24,12.39,25.66,NA,7.37,51.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
27930380,1,McKinley Elementary,Kenosha,*,NA,NA,NA,NA,NA,75.86,NA,NA,*,NA,*,NA,24.14,75.86,NA,NA,13.79,86.21,NA,44.83,55.17,NA,NA,100.00,NA,NA,20.69,51.72,NA,6.90,20.69,NA,NA,NA,NA,*,NA,NA,NA,NA
27930380,2,McKinley Elementary,Kenosha,*,NA,NA,NA,NA,NA,76.00,NA,*,*,NA,*,NA,24.00,76.00,NA,NA,20.00,80.00,NA,36.00,64.00,NA,NA,100.00,NA,NA,40.00,36.00,NA,8.00,16.00,NA,NA,NA,NA,*,NA,NA,NA,NA
27930380,3,McKinley Elementary,Kenosha,NA,NA,NA,NA,*,NA,83.33,NA,*,*,*,NA,NA,16.67,83.33,80.56,19.44,25.00,75.00,NA,50.00,50.00,NA,NA,100.00,NA,NA,11.11,47.22,NA,NA,41.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
27930380,4,McKinley Elementary,Kenosha,*,NA,NA,NA,NA,NA,79.31,NA,NA,*,*,NA,NA,20.69,79.31,NA,NA,13.79,86.21,NA,55.17,44.83,NA,NA,100.00,NA,NA,31.03,48.28,NA,10.34,10.34,NA,NA,NA,NA,*,NA,NA,NA,NA
27930380,5,McKinley Elementary,Kenosha,NA,NA,NA,NA,NA,NA,*,NA,NA,NA,*,NA,NA,*,*,NA,NA,13.33,86.67,NA,56.67,43.33,NA,NA,100.00,NA,NA,23.33,40.00,NA,10.00,26.67,NA,NA,NA,NA,*,NA,NA,NA,NA
27930380,K4,McKinley Elementary,Kenosha,NA,NA,NA,NA,NA,NA,*,NA,NA,NA,NA,*,NA,*,*,NA,NA,NA,100.00,NA,40.00,60.00,NA,NA,100.00,NA,NA,46.67,33.33,NA,6.67,13.33,NA,NA,NA,NA,*,NA,NA,NA,NA
27930380,KG,McKinley Elementary,Kenosha,NA,NA,NA,NA,NA,NA,*,NA,NA,*,NA,*,NA,*,*,70.59,29.41,5.88,94.12,NA,44.12,55.88,NA,NA,100.00,NA,2.94,20.59,32.35,NA,14.71,29.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
27930380,PK,McKinley Elementary,Kenosha,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,100.00,NA,*,*,NA,NA,100.00,NA,NA,33.33,33.33,NA,16.67,16.67,NA,NA,NA,NA,*,NA,NA,NA,NA
27930170,1,Nash Elementary,Kenosha,NA,NA,NA,NA,NA,NA,87.34,NA,*,*,NA,*,NA,12.66,87.34,35.44,64.56,6.33,93.67,NA,50.63,49.37,NA,NA,100.00,NA,5.06,5.06,12.66,NA,13.92,63.29,NA,NA,NA,NA,NA,NA,NA,NA,NA
27930170,2,Nash Elementary,Kenosha,NA,NA,NA,NA,NA,*,89.53,NA,*,*,*,*,NA,10.47,89.53,36.05,63.95,6.98,93.02,NA,47.67,52.33,NA,NA,100.00,1.16,5.81,8.14,18.60,NA,4.65,61.63,NA,NA,NA,NA,NA,NA,NA,NA,NA
